geo,nome,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
arg,Argentina,1698.66681,1704.59031,1710.53446,1716.49934,1722.48503,1728.49159,1734.51909,1740.56761,1746.63722,1752.728,1758.84002,1764.97336,1771.12808,1777.30426,1783.50198,1789.72131,1795.96233,1802.22511,1808.50974,1814.81627,1821.1448,1834.90244,1848.76401,1862.73029,1876.80208,1890.98017,1905.26537,1919.65849,1934.16033,1948.77173,1963.49351,1978.3265,1993.27155,2008.3295,2023.5012,2038.78752,2054.18931,2069.70746,2085.34283,2101.09632,2116.96882,2132.96123,2149.07445,2165.30939,2181.66698,2198.14814,2214.75381,2231.48492,2248.34242,2265.32728,2282.44044,2300.76527,2319.23722,2337.85748,2356.62723,2375.54768,2394.62003,2413.84551,2433.22534,2452.76077,2472.45303,2492.32263,2512.35191,2532.54215,2552.89465,2573.41071,2594.09164,2614.93878,2635.95344,2657.137,2678.49079,2736.79248,2796.3632,2857.23058,2919.42283,2982.9688,2988.69207,3227.92479,2997.8493,3049.35874,2926.88074,2908.56628,3557.5852,3860.91856,3990.26448,4468.72993,4316.49092,4396.61671,4829.296,4908.27713,4408.06326,4156.23934,4865.92493,5046.78029,5686.64198,6162.81812,6542.84331,5150.94382,5426.80548,6194.86844,5245.95012,5255.10735,4957.49726,5458.8558,5821.71117,6347.10744,6419.22065,6311.62316,6672.18923,6748.88106,6973.23328,6834.73012,7123.18298,6927.44711,6024.31496,5919.00678,5639.71116,5090.27715,5925.8747,6033.4722,6336.80555,6333.37159,6634.41564,7111.73643,7399.04463,7150.65468,7286.86852,7583.33396,7829.43461,7967.93776,7443.68615,6772.9188,6426.08858,6606.94394,7015.58548,7206.74273,7138.06348,7526.10125,7429.9503,7568.45345,7592.49119,7883.14686,7876.02723,7717.08536,8481.824,8098.61879,8706.44921,9533.83278,9876.58274,9526.67684,9448.56338,9676.75846,9020.70661,9338.14891,9560.983,10088.51057,10214.85902,10561.48354,11070.58745,10265.97448,11017.09593,11536.45342,11292.77246,10847.22147,11734.27776,12660.51047,12584.11573,12787.15431,13234.66352,14241.89198,14699.62717,15144.47434,15337.80668,15881.65247,16595.32399,16248.02918,16009.83011,16782.17629,15943.06194,16854.54391,16876.78631,15681.65819,14981.30436,15349.64425,15454.40554,14211.58455,15072.94389,15307.34932,14860.83209,13717.0746,13372.71724,14492.90871,15569.35437,16600.8898,17393.65043,16732.77069,17491.64597,18738.3665,19287.32409,18468.76525,18160.23461,17209.0087,15203.11078,16409.00006,17741.56395,19145.69921,20506.46832,22162.75429,22864.20052,21319.01616,23442.21118,24564.78439,24037.79989,24342.04276,23470.94316,23853.44074,23111.58349,23517.80382,22670.7843,21997.56119,19628.36375,21527.19614,22385.94421,21840.56639,21026.56981,21859.97238,22616.3766,23208.06247,23820.9631,24355.85035,24043.57421,24542.74707,25048.1637,25559.71901,26077.30118,26600.79168,27130.06541,27664.99079,28205.42991,28751.23861,29302.26671,29858.35814,30419.3511,30985.07833,31555.36723,32130.04015,32708.91462,33291.80355,33878.51555,34468.85512,35062.62301,35659.61645,36259.62944,36862.45308,37467.87585,38075.68391,38685.66143,39297.59089,39911.25339,40526.42901,41142.89704,41760.43637,42378.82579,42997.84425,43617.27123,44236.88699,44856.4729,45475.81172,46094.68788,46712.88773,47330.19986,47946.41532,48561.32787,49174.73426,49786.43438,50396.23158,51003.93278,51609.34875,52212.29422,52812.58811,53410.05369,54004.51867,54595.81542,55183.78103,55768.25747,56349.09166,56926.13557,57499.2463,58068.28616,58633.1227,59193.62878,59749.68257,60301.16763,60847.97284,61389.99249,61927.12622,62459.27902,62986.3612,63508.28836,64024.98135,64536.36623
aus,Australia,820.89343,825.91726,829.93632,834.96015,839.98397,845.0078,849.02686,854.05069,859.07452,864.09835,869.12217,873.14124,878.16506,883.18889,888.21272,893.23655,898.26038,903.2842,908.30803,914.33662,945.48435,954.64159,982.11329,1014.16361,1071.39631,1124.05041,1143.50953,1178.99381,1209.89947,1275.14476,1547.57245,1600.22655,1634.56617,1642.57875,1726.13851,2088.99388,2052.36495,2153.09452,2125.62282,1983.6857,2506.79266,2138.21401,1950.49073,2260.69201,2570.89329,2644.15116,2923.44678,3381.30845,3870.07579,3822.00031,3603.37137,4276.42803,5015.87463,5492.05077,4809.83687,4564.88088,5569.88725,4915.14506,4190.57896,5411.92497,5280.28974,5201.3086,4999.84947,4981.535,5283.72371,5039.91237,5187.57275,5672.90613,5758.75519,5645.43443,5971.66087,6019.73635,6482.17663,6976.66724,6997.27102,7550.13899,7310.90626,7363.56035,7803.10756,7672.61698,7817.98806,8128.18935,7412.78048,8164.81828,7853.47235,8068.66733,7898.11386,8450.98183,8217.47237,8661.5982,8133.91262,8513.93781,7289.15783,6764.90622,6871.35906,6361.98794,6723.69867,6239.50995,7099.14524,7006.42825,7322.3528,7004.13894,6975.52259,7436.81822,7836.30253,7812.26479,8223.19565,8422.36547,8563.15794,9088.55421,9506.35298,9312.90643,9301.45989,9409.05738,9172.11396,8935.17055,8899.68627,8741.72399,8397.18308,8604.36549,8695.93782,8960.35294,9239.64856,9473.15801,9884.08886,10131.33417,10167.9631,10115.30901,9947.04484,9602.50394,8589.48498,7943.90002,8327.35918,8834.44098,9232.78063,9703.2335,10063.79957,10483.88766,10739.14554,10665.88767,11249.6613,12391.30886,13707.10206,14075.01268,13459.21968,12652.32671,12068.50248,12200.84616,12761.97351,13263.8666,13591.40163,13736.09866,13458.76879,13794.63448,14375.92655,14777.46066,14828.04574,14803.572,15273.31511,15873.14371,16096.61194,15878.58004,16570.49088,17292.94256,18095.57784,18473.67565,18860.56606,19657.30417,20519.95686,21386.88499,22037.57326,22507.58184,22724.52385,23469.60981,23575.48823,23897.8022,24530.38133,24484.08223,25047.00566,25747.53556,26115.91019,26677.53498,26243.44384,25842.97096,27211.62874,28272.30536,28513.87776,29450.82414,30195.2607,31082.06048,31095.24509,30560.35864,30601.34177,31592.84064,32605.3616,33474.56397,34372.44012,35344.4121,36638.63904,37995.85003,39003.1041,39294.04204,40370.65184,41106.0603,42334.21235,43090.97138,43622.71856,44399.32274,44985.61028,44826.22496,45030.70025,45479.12136,46443.24511,46840.47484,47350.24009,47701.31317,48267.17755,48579.70522,49249.30133,49585.42335,48813.65782,49774.3407,51242.84581,51551.98618,51787.05031,52323.08193,52918.67869,53650.33469,54476.86406,55430.36871,54196.87369,54794.74198,55389.32473,55980.46028,56567.99195,57151.7681,57731.64225,58307.4731,58879.12465,59446.46621,60009.37247,60567.7235,61121.40478,61670.3072,62214.32707,62753.36612,63287.33142,63816.13544,64339.69593,64857.93592,65370.78367,65878.17257,66380.04112,66876.33283,67366.99613,67851.98433,68331.25549,68804.77234,69272.50219,69734.4168,70190.49232,70640.70915,71085.05182,71523.50891,71956.07291,72382.74013,72803.51054,73218.38769,73627.37857,74030.49349,74427.74598,74819.15264,75204.73304,75584.50962,75958.5075,76326.75445,76689.28073,77046.11895,77397.30403,77742.87301,78082.86499,78417.32099,78746.28388,79069.79823,79387.91027,79700.66772,80008.11974,80310.31681,80607.31066,80899.15416,81185.90126,81467.60685,81744.32674,82016.11754,82283.0366,82545.14193,82802.49211,83055.14627,83303.16397,83546.60514,83785.53007
bra,Brazil,992.41518,992.41518,992.41518,992.41518,992.41518,992.41518,992.41518,992.41518,992.41518,992.41518,992.41518,992.41518,992.41518,992.41518,992.41518,992.41518,992.41518,992.41518,992.41518,992.41518,992.41518,992.41518,992.41518,992.41518,992.41518,992.41518,992.41518,992.41518,992.41518,992.41518,992.41518,992.41518,992.41518,992.41518,992.41518,992.41518,992.41518,992.41518,992.41518,992.41518,992.41518,992.41518,992.41518,992.41518,992.41518,992.41518,992.41518,992.41518,992.41518,992.41518,992.41518,1059.94977,1031.33342,968.37744,936.32712,943.19505,977.53467,1047.35858,1114.89317,1105.73594,1134.35229,1124.05041,1071.39631,1094.2894,1111.45921,1192.72966,1237.37117,1339.24539,1339.24539,1339.24539,1240.80513,1240.80513,1284.30199,1246.52841,1265.98753,1284.30199,1237.37117,1201.88689,1260.26426,1269.42149,1211.04412,1222.49067,1251.10702,1216.7674,1299.1825,1207.61016,1246.52841,1164.1133,1118.32714,1134.35229,1240.80513,1318.64162,1143.50953,972.95605,972.95605,1152.66676,1047.35858,1031.33342,1056.51581,1035.91204,1000.42776,1075.97493,1054.2265,1053.08185,1050.79254,1058.80512,1136.6416,1112.60387,1081.6982,1143.50953,1133.20764,1231.6479,1192.72966,1197.30828,1149.2328,1176.7045,1185.86173,1243.09444,1191.585,1320.93093,1421.66049,1421.66049,1489.19509,1541.84918,1510.94352,1485.76113,1486.90578,1563.59761,1707.82404,1676.91838,1545.28315,1481.18251,1501.78629,1587.63535,1683.7863,1696.3775,1821.1448,1842.89323,1880.66682,1862.35235,1842.89323,1927.60933,1815.30953,2021.66144,2048.11784,2057.38387,2221.74597,2248.36795,2410.74025,2536.47938,2574.85129,2625.99513,2749.94597,2801.67944,2937.72463,3093.27532,3096.95256,3256.82268,3470.98762,3680.44767,3891.26517,4165.93966,4297.11279,4276.71192,4309.85181,4359.17577,4482.23572,4572.52519,4914.37041,5182.96027,5589.88546,6075.55034,6644.30048,7399.75782,7822.49155,8044.51481,8673.2787,8900.98263,9139.08171,9543.87541,10199.08765,9553.19341,9420.72149,8938.6136,9238.8885,9783.0303,10328.60945,10510.62783,10349.72001,10510.271,9988.29028,9974.32448,9807.39482,10173.6772,10646.96732,10969.51324,11083.10477,11326.68917,11232.80287,11155.05765,11511.35703,11539.47012,11760.45791,11768.13126,12315.44864,12575.60552,12936.83113,13579.77628,14125.15225,13962.69024,14856.75667,15304.44962,15458.66552,15785.50135,15729.53942,15043.9962,14433.59763,14509.12816,14651.1636,14716.84189,14140.23542,14735.58178,15110.50403,15470.31199,15716.61425,15966.66084,16214.42716,16507.48908,16867.88321,17290.69492,17400.27261,17798.63113,18203.99404,18616.35591,19035.70515,19462.02387,19895.28778,20335.4661,20782.52141,21236.4096,21697.07983,22164.47439,22638.52873,23119.17141,23606.32406,24099.90143,24599.81136,25105.95482,25618.226,26136.51231,26660.69451,27190.64678,27726.23685,28267.32608,28813.76967,29365.41677,29922.11065,30483.68892,31049.98368,31620.82179,32196.02503,32775.4104,33358.79032,33945.9729,34536.76222,35130.95862,35728.35892,36328.75678,36931.94298,37537.70571,38145.83087,38756.10242,39368.30263,39982.21247,40597.61187,41214.28006,41831.99586,42450.53804,43069.68557,43689.21796,44308.91557,44928.55987,45547.93376,46166.82183,46785.01064,47402.28901,48018.44824,48633.28238,49246.58847,49858.16676,50467.82093,51075.35829,51680.59001,52283.33123,52883.40133,53480.62399,54074.82744,54665.84451,55253.51279,55837.67475,56418.17785
can,Canada,1415.50555,1424.1301,1433.83273,1442.45729,1452.15992,1460.78447,1470.4871,1479.11166,1488.81429,1498.51691,1508.21954,1522.23445,1535.17129,1549.18619,1563.2011,1577.216,1591.23091,1605.24582,1620.33879,1634.3537,1649.44668,1666.17538,1683.07375,1700.14351,1717.38638,1734.80413,1752.39854,1770.17138,1788.12448,1806.25966,1824.57877,1852.15737,1880.15282,1908.57142,1937.41957,1966.70376,1996.43059,2026.60674,2057.239,2088.33427,2119.89955,2148.74446,2177.98186,2207.61708,2237.65554,2268.10273,2298.9642,2330.2456,2361.95264,2394.0911,2426.66687,2447.90262,2469.32421,2490.93326,2512.73141,2534.72032,2556.90165,2579.27709,2601.84834,2624.61711,2647.58512,2689.06254,2731.18975,2773.97694,2817.43443,2861.57273,2906.40251,2951.93459,2998.17999,3045.14988,3092.8556,3201.59775,3111.17007,3360.70468,3382.45311,3255.39649,2994.41534,3151.23296,2986.40276,3219.91221,3313.77386,3722.4154,3848.32736,3812.84308,4070.39027,3781.93742,3786.51604,3867.78648,4103.58524,4085.27078,4338.23935,4395.47206,4325.64815,4258.11356,4414.93118,4325.64815,4174.5538,4583.19535,4712.54127,5101.72369,5311.19541,5651.1577,6078.11371,6082.69232,5984.25206,6499.34645,7016.73014,7070.52888,6517.66091,7024.74272,7418.50375,7686.35283,7986.25223,8113.30884,7344.10123,7722.98177,8477.30887,8760.03846,8103.00696,7332.65469,7044.20184,6125.04453,6920.57919,7254.81821,7255.96286,7918.71763,8204.88118,8843.59821,9436.52908,9241.93787,8778.35292,7305.18299,6698.51627,6149.08227,6734.00055,7209.03204,7524.95659,8161.38432,8294.1642,8699.37178,9794.80584,11048.64416,12851.23374,13282.12914,13621.8238,13064.62776,12704.35721,13001.78729,12969.13168,12977.91087,13405.39832,13833.22616,14418.42387,14713.16223,14186.83724,15119.34479,16001.15539,15917.77813,15790.3664,16065.89572,16221.77277,16377.59197,17207.14893,17762.09287,18580.94158,19467.82728,20387.29088,20622.12306,21385.73722,22211.91046,22492.95509,23271.72102,24205.30318,25560.07463,26139.06026,26257.8106,27397.50716,28001.82625,28776.30327,29595.41721,29785.39767,30400.69204,29109.41619,29603.80316,31042.19555,32294.92626,32715.14675,33618.49297,34691.94629,34900.05802,34450.9057,33333.76443,33256.34873,33784.36691,34939.03612,35522.86597,35755.76295,36928.76167,38056.20228,39697.29762,41357.00892,41673.07728,42457.2074,42828.78502,43732.93386,44697.00712,45395.34182,45856.82282,45788.87323,43919.81588,44744.83472,45700.61891,46001.71378,46578.38672,47439.34605,47386.03885,47339.4601,48196.05081,48813.40684,49023.13734,46051.15551,48218.03832,49161.02434,48249.32843,47730.71666,48204.69341,48493.48576,48950.26352,49696.05071,50661.03897,50371.03582,50975.71404,51578.06289,52177.899,52775.04324,53369.3208,53960.5614,54548.59939,55133.27389,55714.42887,56291.9133,56865.58118,57435.29165,58000.90904,58562.30294,59119.34821,59671.92503,60219.91894,60763.22079,61301.72681,61835.33856,62363.96293,62887.51207,63405.90343,63919.05966,64426.90856,64929.38307,65426.42114,65917.96572,66403.96463,66884.37053,67359.14079,67828.23743,68291.62699,68749.28047,69201.17321,69647.28476,70087.59881,70522.10307,70950.78912,71373.65236,71790.69184,72201.91015,72607.31334,73006.91075,73400.71492,73788.7415,74171.00904,74547.539,74918.3555,75283.48531,75642.95767,75996.80422,76345.05886,76687.75762,77024.93861,77356.64187,77682.90926,78003.78439,78319.31247,78629.54028,78934.51599,79234.28915,79528.91051,79818.43202,80102.90668,80382.38846,80656.93226,80926.59378,81191.42949,81451.49649
chl,Chile,976.39002,976.39002,976.39002,976.39002,976.39002,976.39002,976.39002,976.39002,976.39002,976.39002,976.39002,932.89316,918.01265,924.88058,930.60385,934.03781,903.13215,893.97492,940.90574,900.84284,943.19505,921.44662,950.06297,912.28938,899.69819,976.39002,1013.01895,1034.76738,1041.63531,1066.8177,1058.80512,1063.38373,1094.2894,1100.01267,1125.19506,1148.08814,1134.35229,1176.7045,1182.42777,1170.98123,1237.37117,1237.37117,1246.52841,1271.7108,1278.57872,1306.05042,1339.24539,1354.1259,1404.49068,1485.76113,1547.57245,1593.35862,1607.09447,1561.30831,1587.63535,1631.13221,1633.42152,1673.48441,1731.86178,1784.51587,1817.71084,1802.83034,1777.64794,1826.86808,1908.13852,1957.35865,2003.14482,1906.99387,1961.93727,2116.46558,2138.21401,2101.58508,2186.28949,2316.78006,2236.65427,2346.54107,2275.57251,2184.00018,2235.50962,2539.98763,2767.77381,2847.89961,3083.69837,3071.10717,3094.00025,2915.4342,3004.71723,3185.57259,2995.56,3099.72353,3327.50971,3477.45941,3439.68582,3530.1135,3408.78015,3781.93742,3867.78648,3674.33993,4131.05694,3968.51605,3875.79906,3910.13869,4125.33367,3870.07579,4174.5538,3971.95001,4198.59154,4361.13243,4601.50981,4626.69221,5133.77401,5129.19539,5501.208,5535.54763,4659.88718,4364.5664,5265.40924,5289.44698,5267.69855,4410.35256,4862.49097,4266.12614,4365.71105,5166.96898,5470.30234,5612.23946,5382.16396,5201.3086,6420.36531,6500.4911,5581.33379,4468.72993,3376.72984,4141.35883,4886.5287,5163.53502,5247.09477,5818.27721,5803.3967,5844.60426,5925.8747,5809.5102,5871.27473,5907.65361,5889.48262,6259.10998,6650.00531,5810.65916,6632.61212,6357.25314,6526.38733,6640.20164,6880.10734,7243.242,6813.25001,6922.88059,6830.24506,7282.89999,7457.32923,6921.98971,7341.26797,7478.19489,7616.65791,7884.42279,7852.80511,7720.12718,8380.04225,8454.2934,8560.1415,8685.60215,8679.52554,9273.55187,8987.11951,8327.299,8252.67005,7055.26529,7177.11679,7749.00551,8242.54811,8775.08837,9315.14396,9706.63405,8231.94589,7853.93018,8165.61907,8177.38564,8462.21644,8841.48661,9301.71568,10090.99938,10264.04916,10837.62943,11830.47796,12370.11041,12760.30813,13687.19356,14380.29464,15163.13911,15520.20536,15232.56335,15749.3634,16029.77034,16306.8218,16847.90908,17753.97365,18579.53691,19490.50912,20273.88145,20813.16859,20356.64881,21324.64352,22428.41496,23578.03683,24124.1985,24310.66114,24579.47832,24714.73866,24662.03042,25189.57053,24899.30173,23053.79566,25412.75207,25789.67715,25812.05431,26159.39739,26662.09833,27134.41697,27677.8207,28296.11389,28985.67519,28829.27019,29382.77134,29941.39617,30504.98293,31073.3643,31646.36756,32223.81489,32805.52352,33391.30605,33980.97066,34574.32137,35171.15836,35771.27823,36374.47427,36980.53679,37589.25341,38200.40938,38813.78785,39429.17026,40046.33658,40665.06566,41285.13558,41906.32389,42528.40801,43151.16546,43774.37424,44397.81308,45021.26177,45644.50146,46267.31489,46889.48673,47510.80384,48131.05548,48750.03365,49367.53325,49983.35236,50597.29244,51209.15856,51818.75958,52425.90837,53030.42194,53632.12164,54230.83332,54826.38742,55418.61917,56007.36864,56592.4809,57173.80608,57751.19943,58324.52147,58893.63796,59458.41999,60018.74401,60574.49186,61125.55078,61671.8134,62213.17776,62749.54729,63280.83076,63806.9423,64327.80131,64843.33243,65353.4655,65858.13549,66357.2824,66850.85125,67338.79193,67821.05917,68297.61242,68768.41575,69233.43777
chn,China,1059.94977,1057.05276,1054.16368,1051.28248,1048.40916,1045.5437,1042.68606,1039.83624,1036.9942,1034.15994,1031.33342,1029.13766,1026.94657,1024.76015,1022.57838,1020.40126,1018.22878,1016.06092,1013.89767,1011.73903,1009.58499,1005.38653,1001.20553,997.04192,992.89562,988.76657,984.65468,980.5599,976.48215,972.42135,968.37744,968.72029,969.06326,969.40635,969.74956,970.0929,970.43636,970.77994,971.12364,971.46746,971.8114,972.83671,973.8631,974.89057,975.91912,976.94877,977.97949,979.01131,980.04421,981.0782,982.11329,986.86742,991.64457,996.44485,1001.26836,1006.11522,1010.98554,1015.87944,1020.79702,1025.73842,1030.70373,1035.69308,1040.70658,1045.74435,1050.8065,1055.89316,1061.00445,1066.14047,1071.30136,1076.48723,1081.6982,1079.43887,1077.18425,1074.93434,1072.68913,1070.44861,1068.21277,1065.9816,1063.75509,1061.53323,1059.31601,1057.10343,1054.89546,1052.69211,1050.49335,1048.29919,1046.10962,1043.92461,1063.39971,1083.23812,1103.44663,1104.35895,1105.27203,1106.18586,1107.10045,1108.01579,1108.93189,1109.84874,1110.76636,1111.68473,1112.60387,1105.40335,1098.24943,1091.14181,1084.08018,1077.06426,1070.09375,1063.16834,1056.28776,1049.45171,1042.65989,1035.91204,1080.72875,1127.48437,1128.7612,1130.03948,1131.31921,1132.60039,1133.88301,1135.16709,1136.45263,1137.73962,1139.02806,1140.31797,1141.60934,1142.90217,1144.19646,1145.49222,1146.78945,1148.08814,1158.39003,1161.82399,1189.2957,1056.51581,1072.54097,1152.66676,1219.0567,1183.57242,1148.08814,1126.53767,1105.39172,1066.24003,1028.47505,992.04767,956.91049,923.01784,890.32562,858.79133,828.37394,799.0339,770.73305,900.84298,975.97898,1061.49697,947.7355,995.04753,1039.57781,1028.72388,999.70936,940.69674,878.86769,712.59029,739.72684,811.00602,885.89439,945.63367,935.09027,901.29589,842.39681,887.80763,966.31727,994.51945,958.81105,993.94425,983.44591,1015.40715,951.60155,974.98364,1055.28297,1104.54979,1125.47724,1137.96027,1206.15702,1275.21602,1408.19322,1527.57384,1601.61067,1717.21734,1823.02891,1827.63332,1827.94142,1918.43432,2104.24593,2323.14877,2541.05536,2748.56661,2944.11655,3122.19344,3271.01393,3450.64731,3680.91946,3924.27303,4221.49006,4573.42668,4970.66145,5470.44143,6093.77392,6878.69357,7462.7047,8094.01784,8884.50683,9680.00923,10370.63179,11101.83747,11851.29591,12612.23639,13399.01486,14243.40244,15133.85731,15977.61781,16296.46044,17657.49518,18187.6749,19153.30376,20051.13299,20884.71986,21691.84956,22608.48921,23707.87622,24974.19897,25408.29138,25923.85483,26445.34842,26972.64873,27505.62587,28044.14356,28588.0593,29137.22449,29691.4846,30250.67938,30814.64302,31383.20438,31956.18719,32533.41031,33114.68794,33699.8299,34288.64188,34880.92571,35476.47968,36075.09875,36676.57494,37280.69755,37887.25352,38496.02772,39106.80324,39719.36175,40333.48379,40948.94906,41565.53678,42183.02599,42801.19584,43419.8259,44038.69648,44657.58892,45276.28588,45894.57159,46512.23221,47129.05599,47744.83364,48359.35849,48972.42678,49583.83789,50193.39455,50800.90304,51406.17342,52009.01969,52609.25997,53206.71668,53801.21669,54392.59142,54980.67704,55565.31453,56146.34981,56723.63381,57297.02259,57866.37738,58431.56462,58992.45607,59548.92878,60100.86516,60648.15297,61190.68534,61728.36076,62261.08306,62788.76139,63311.31021,63828.64923,64340.70335,64847.40264,65348.68225,65844.48238
cub,Cuba,708.42218,713.91992,720.20304,726.48616,731.9839,738.26702,744.55014,750.83327,757.11639,763.39951,769.68264,775.96576,782.24888,789.3174,795.60052,801.88365,808.95216,815.23528,822.3038,829.37231,836.44082,842.72395,849.79246,856.86098,863.92949,871.7834,878.85191,885.92042,893.77433,900.84284,901.75211,902.6623,903.57341,904.48543,905.39838,906.31225,907.22704,908.14276,909.0594,909.97696,910.89545,911.81487,912.73521,913.65649,914.57869,930.81944,947.34858,964.17124,981.29263,998.71805,1016.45291,1032.20777,1048.20682,1064.45385,1080.95271,1097.7073,1114.72158,1131.99958,1149.54539,1167.36315,1185.45709,1203.83148,1222.49067,1233.53392,1244.67694,1255.92061,1267.26586,1278.71358,1290.26473,1301.92021,1313.68099,1325.54801,1337.52222,1349.6046,1361.79613,1374.09779,1386.51058,1399.03549,1411.67355,1424.42577,1437.29319,1450.27685,1492.47673,1535.90454,1580.596,1626.58789,1673.91803,1722.62539,1772.75002,1824.33317,1877.41727,1932.046,1988.26431,1981.64139,1975.04052,1968.46164,1961.90468,1955.36956,1948.8562,1942.36454,1935.89451,1929.44603,1923.01903,2012.30205,2070.67942,2159.96244,2189.72345,2368.2895,2101.58508,2368.2895,2368.2895,2159.96244,2220.62911,2426.66687,2487.33354,2456.42787,2574.32726,2604.08826,2634.99393,2721.98765,2721.98765,2634.99393,2604.08826,2574.32726,2663.61028,2930.31471,2782.65432,2752.89331,2604.08826,2869.64804,2721.98765,2012.30205,1864.64166,1775.35864,1923.01903,2070.67942,2189.72345,2337.38384,2368.2895,2337.38384,2368.2895,2515.94989,2515.94989,2368.2895,2604.08826,2604.08826,2752.89331,2930.31471,2869.64804,2841.03168,3019.59773,3049.35874,3255.39649,2988.69207,2988.69207,3019.59773,3136.35246,3344.67952,3344.67952,3440.83047,3427.09462,3511.79903,3404.20154,3385.88707,3614.81791,3534.69211,3645.72357,3993.69844,3696.08835,3590.78017,3406.49085,3618.25187,3723.56005,3990.26448,4131.05694,4272.99406,4333.66073,4479.03182,4709.10731,4788.08844,4699.95007,5059.37148,5136.06332,5385.59793,5781.64827,5860.62941,5809.11997,5593.92499,5716.40298,5712.96902,5394.75516,4558.01295,3891.82422,3041.34616,3071.10717,3274.85561,3720.12609,3921.58523,3910.13869,4148.22676,4588.91862,4843.03184,5000.99412,5158.9564,5220.76772,5395.89981,6199.44705,6451.27097,6873.64836,7151.79933,7529.53521,7930.16417,8170.54155,8446.40321,8731.4221,9030.17684,9074.81835,9243.08252,9458.27751,9452.55423,8429.2334,8568.88121,8755.45984,8843.01444,8931.44458,9020.75903,9129.00814,9265.94326,9432.73024,9621.38484,9335.06508,9563.96436,9798.42722,10038.54605,10284.4121,10536.11528,10793.74402,11057.38502,11327.12314,11603.04116,11885.2196,12173.73651,12468.66731,12770.08453,13078.05764,13392.65283,13713.93282,14041.95662,14376.77935,14718.45203,15067.02136,15422.52952,15785.01398,16154.50732,16531.03699,16914.62515,17305.28852,17703.03814,18107.87926,18519.81115,18938.82697,19364.91362,19798.05159,20238.2149,20685.37091,21139.48031,21600.49696,22068.36788,22543.03317,23024.42597,23512.47243,24007.0917,24508.19595,25015.69038,25529.47325,26049.43593,26575.46297,27107.43221,27645.21484,28188.67553,28737.67258,29292.05804,29851.67789,30416.37219,30985.97531,31560.3161,32139.21814,32722.49994,33309.97518,33901.453,34496.73821,35095.63163,35697.93029,36303.42781,36911.91461,37523.17828,38137.00385,38753.1741,39371.46991,39991.67056,40613.55401
