geo,name,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
arg,Argentina,534000,519565,505520,491855,478559,465622,453035,440789,428873,417280,419661,422044,429196,441120,453376,465972,478918,492224,505900,518837,530996,542336,552814,562385,572122,582027,592104,602355,612784,623653,634974,646761,659027,671785,684790,698047,711561,725336,739378,756337,776366,799625,826281,856507,887839,920317,953983,988880,1025054,1058278,1088372,1115018,1138141,1157537,1177264,1197327,1217732,1238484,1259590,1285061,1315100,1349919,1389737,1434782,1481287,1529299,1578867,1630042,1682875,1737252,1793218,1850817,1910099,1971110,2034070,2099041,2166088,2235276,2306674,2380352,2456384,2534844,2615811,2699363,2785585,2874560,2966377,3061127,3158904,3260762,3366865,3477381,3592485,3712359,3836233,3964239,4096518,4233210,4374463,4524949,4685149,4855566,5036726,5229179,5428987,5636429,5851797,6075395,6307536,6532191,6748648,6956157,7153927,7341125,7533221,7730344,7932625,8140198,8354165,8580100,8818506,9069908,9334847,9613888,9901269,10197241,10502060,10815991,11139307,11443357,11727056,11989276,12228847,12444554,12664066,12887450,13114774,13346108,13581523,13825703,14078892,14341341,14613304,14895043,15182214,15474922,15773273,16077376,16387342,16700887,17018036,17356467,17698877,18041302,18381213,18716029,19049964,19383035,19714253,20049609,20386045,20726276,21072538,21421705,21769453,22112629,22453893,22799059,23150583,23508711,23878327,24257208,24644328,25046005,25461351,25874107,26282283,26701805,27132158,27568895,28011596,28463959,28924262,29391332,29863093,30336441,30811980,31291762,31780532,32270948,32755901,33230294,33693527,34152717,34613491,35070020,35513793,35947791,36372860,36794682,37213984,37624825.0,38029349.0,38424282.0,38815916.0,39216789.0,39622115.0,40016763.0,40424148.0,40854831.0,41288694.0,41730660.0,42161721.0,42582455.0,43024071.0,43477012.0,43900313.0,44288894.0,44654882.0,44973465.0,45191965.0,45312281.0,45407904.0,45538401.0,45696159.0,45851378.0,46003734.0,46153342.0,46299946.0,46443764.0,46585022.0,46723736.0,46859877.0,46993516.0,47124535.0,47251994.0,47375365.0,47494512.0,47608787.0,47716823.0,47817645.0,47910498.0,47994507.0,48069561.0,48135529.0,48191841.0,48237678.0,48272492.0,48296026.0,48308274.0,48308944.0,48297098.0,48272369.0,48234737.0,48184613.0,48122229.0,48047358.0,47960610.0,47862863.0,47755326.0,47638688.0,47513476.0,47380747.0,47241188.0,47095293.0,46943412.0,46786073.0,46623480.0,46455030.0,46280512.0,46100474.0,45914883.0,45723826.0,45527203.0,45324185.0,45115122.0,44900128.0,44679067.0,44451502.0,44217094.0,43976228.0,43728853.0,43474938.0,43214645.0,42948621.0,42677134.0,42400661.0,42120018.0,41835486.0,41547115.0,41255037.0,40959933.0,40662490.0,40363219.0,40062943.0,39761859.0,39460124.0,39158399.0,38857022.0,38556118.0,38255990.0
aus,Australia,200000,205195,210524,215992,221602,227357,233263,239321,245537,251914,258627,265344,272236,279307,286561,294004,301640,309474,317512,323943,328728,331827,333197,332795,332395,331994,331595,331195,330797,332089,335111,339904,346508,354966,363631,372507,381599,390914,400456,411303,423526,437202,452407,469223,486665,504755,523518,542978,563161,589474,622584,663067,711847,769780,832429,900175,973436,1052659,1138329,1217199,1288314,1350631,1403008,1444198,1486597,1530242,1575167,1621411,1669013,1715173,1759787,1802751,1843952,1883275,1923436,1964454,2006347,2049133,2092831,2143443,2201326,2266849,2340399,2422377,2507226,2595048,2685945,2780027,2877403,2968015,3051439,3127235,3194941,3254079,3314310,3375657,3438139,3501777,3566593,3630415,3693191,3754868,3815391,3874703,3934936,3996106,4058226,4121312,4185378,4254495,4328821,4408521,4493763,4584719,4677515,4772190,4868780,4967325,5069032,5171288,5274074,5377372,5481162,5585424,5691668,5799933,5910258,6022682,6137243,6240608,6332448,6412429,6480210,6535442,6591145,6647323,6703979,6761118,6818745,6887470,6967561,7059288,7162928,7278763,7396470,7516081,7637627,7761138,7886646,8025032,8176750,8418610,8630704,8816081,8999383,9205181,9424662,9638775,9847637,10060036,10280813,10500443,10707236,10913265,11128251,11357477,11592485,11810519,12030013,12272380,12599411,12997964,13304896,13518685,13719495,13893989,14046755,14203508,14367098,14533035,14721347,14949202,15192485,15414893,15620653,15835747,16069633,16322269,16594099,16869362,17126298,17353193,17549288,17722911,17897433,18095344,18305307,18504912,18701717,18909981,19132471,19365433.0,19595355.0,19819454.0,20046677.0,20294490.0,20590559.0,20954549.0,21370589.0,21783011.0,22141581.0,22479775.0,22852644.0,23236270.0,23595601.0,23948002.0,24329963.0,24731038.0,25119706.0,25482714.0,25743791.0,25956417.0,26200984.0,26451124.0,26713205.0,26974026.0,27227096.0,27474271.0,27718838.0,27956571.0,28188539.0,28417794.0,28641922.0,28861602.0,29078992.0,29296168.0,29513613.0,29726637.0,29938042.0,30148427.0,30357450.0,30570272.0,30786334.0,31002214.0,31216093.0,31431123.0,31650488.0,31866219.0,32081621.0,32297180.0,32506969.0,32716087.0,32921908.0,33125573.0,33331249.0,33539309.0,33745342.0,33949054.0,34156815.0,34362634.0,34562683.0,34764692.0,34969212.0,35175465.0,35377580.0,35577439.0,35784852.0,35997266.0,36211023.0,36424702.0,36635122.0,36839673.0,37041408.0,37245058.0,37451853.0,37659585.0,37865664.0,38073800.0,38284007.0,38492857.0,38700844.0,38913382.0,39127226.0,39341144.0,39552738.0,39759318.0,39970333.0,40188433.0,40416300.0,40646491.0,40876704.0,41111420.0,41344709.0,41574723.0,41797144.0,42016474.0,42243353.0,42477126.0,42706735.0,42926634.0,43143685.0
bra,Brazil,2500000,2574764,2651763,2731066,2812740,2896856,2983488,3072711,3164601,3259240,3359625,3460096,3563572,3670143,3779900,3892940,4009360,4129262,4252750,4367303,4472454,4567718,4652592,4726555,4801693,4878026,4955572,5034351,5114382,5195686,5278282,5362191,5447434,5534032,5622007,5711380,5802174,5894412,5988115,6083309,6180015,6278259,6378065,6479457,6582462,6687103,6793409,6901404,7011116,7121679,7233093,7344994,7457735,7571314,7686622,7803687,7922534,8043191,8165686,8290046,8416301,8544478,8674607,8806718,8940841,9077007,9215246,9355590,9498072,9649468,9810038,9980051,10159780,10349507,10542776,10739655,10940210,11144510,11352626,11564644,11780637,12000680,12224849,12453221,12685859,12922843,13164254,13410175,13660690,13930570,14220526,14531292,14863623,15218297,15581434,15953236,16333910,16723668,17122726,17522139,17921723,18321281,18720610,19119497,19526883,19942950,20367881,20801867,21245100,21697119,22158097,22628212,23107643,23596574,24095851,24605691,25126319,25657963,26202153,26753986,27313544,27880910,28456165,29039392,29634573,30241952,30861780,31494312,32139808,32798459,33470534,34156307,34856055,35570065,36298701,37042263,37801057,38575394,39365593,40221884,41146947,42143552,43214563,44362938,45541830,46752049,47994428,49269823,50579109,51957728,53408551,55018851,56694872,58433757,60235122,62101388,64033995,66031492,68092141,70214470,72388126,74605447,76865323,79164235,81488595,83817583,86139359,88446124,90741240,93045777,95375651,97739273,100146797,102600976,105089675,107619565,110213349,112875292,115600942,118380821,121207461,124063109,126923155,129790077,132658864,135515595,138336370,141104944,143826357,146502972,149143223,151724256,154275079,156794577,159265006,161735073,164202549,166661659,169159655,171641543,174018282,176301203.0,178503484.0,180622688.0,182675143.0,184688101.0,186653106.0,188552320.0,190367302.0,192079951.0,193701929.0,195284734.0,196876111.0,198478299.0,200085127.0,201675532.0,203218114.0,204703445.0,206107261.0,207455459.0,208660842.0,209550294.0,210306415.0,211140729.0,211998573.0,212812405.0,213562666.0,214261025.0,214911373.0,215515171.0,216074411.0,216587350.0,217055384.0,217479384.0,217860883.0,218199707.0,218495204.0,218747241.0,218955562.0,219118373.0,219237084.0,219307149.0,219319761.0,219276520.0,219178995.0,219026196.0,218821033.0,218565368.0,218258220.0,217897826.0,217489299.0,217040324.0,216546444.0,216005325.0,215419906.0,214791954.0,214123891.0,213414291.0,212663000.0,211870766.0,211038801.0,210170464.0,209264207.0,208321481.0,207347940.0,206343441.0,205306679.0,204242532.0,203151117.0,202033245.0,200893056.0,199730068.0,198546036.0,197343262.0,196125080.0,194895910.0,193656035.0,192404845.0,191143681.0,189874549.0,188598788.0,187316359.0,186029711.0,184743965.0,183460424.0,182177768.0,180894223.0,179611128.0,178330392.0,177054244.0,175780972.0,174510793.0,173245424.0,171986046.0,170732552.0,169483293.0,168241139.0,167006445.0,165782111.0,164569631.0,163364064.0
can,Canada,500000,512396,525100,538119,551460,565132,579143,593502,608216,623296,639132,654978,671216,687858,704911,722388,740298,758652,777461,798664,822390,848776,877963,910099,943411,977943,1013738,1050844,1089308,1129501,1171497,1215377,1261221,1309115,1358828,1410429,1463990,1519584,1577290,1637493,1700301,1765826,1834182,1905491,1979572,2056533,2136487,2219548,2305839,2391522,2476448,2559522,2641458,2722081,2805165,2890785,2979018,3069943,3163643,3247242,3320292,3382328,3432869,3471420,3510404,3549825,3589688,3629999,3670761,3714461,3761167,3810948,3863875,3920020,3976980,4034767,4093393,4152870,4213212,4271526,4327751,4381827,4433690,4483274,4533412,4584111,4635375,4687213,4739629,4791558,4842985,4893892,4944263,4994083,5044403,5095230,5146568,5198423,5250800,5322438,5414039,5526329,5660054,5815980,5976202,6140837,6310006,6483834,6662450,6835413,7002359,7162911,7316676,7463246,7612752,7765251,7920804,8079472,8244429,8408136,8570485,8731366,8890664,9048259,9208649,9371882,9538008,9707078,9879146,10040282,10190141,10328369,10454603,10568474,10683586,10799952,10917584,11036499,11156708,11295108,11452206,11628521,11824581,12040928,12261233,12485569,12714009,12946630,13183506,13448166,13741747,14083299,14482799,14897875,15318987,15728274,16159622,16641330,17104086,17515520,17898790,18263074,18613601,18964262,19321666,19685518,20053671,20408780,20734172,21037618,21440022,21895691,22230880,22512227,22824082,23148986,23455781,23730340,23978738,24237173,24533776,24844974,25140164,25412608,25670375,25927465,26211031,26540921,26927945,27366050,27789443,28157158,28500059,28830637,29147381,29459131,29767206,30059089,30329969,30599456,30891803,31213577.0,31535577.0,31836482.0,32132678.0,32440173.0,32759171.0,33092171.0,33449085.0,33826370.0,34196899.0,34555452.0,34922516.0,35293433.0,35634264.0,35962234.0,36353343.0,36808497.0,37295005.0,37782935.0,38171902.0,38454057.0,38821259.0,39299105.0,39742430.0,40126723.0,40467728.0,40782234.0,41085503.0,41376296.0,41655589.0,41928615.0,42191768.0,42438030.0,42676472.0,42905267.0,43124450.0,43343006.0,43555952.0,43759359.0,43951417.0,44137906.0,44321950.0,44501136.0,44675804.0,44850096.0,45016755.0,45173486.0,45329217.0,45476950.0,45621882.0,45771463.0,45922954.0,46071010.0,46213215.0,46357072.0,46504143.0,46655785.0,46816196.0,46982141.0,47145289.0,47309916.0,47481925.0,47656822.0,47829974.0,48002027.0,48174162.0,48350940.0,48525241.0,48692311.0,48857807.0,49022938.0,49187298.0,49346188.0,49501805.0,49661529.0,49826113.0,49984253.0,50140226.0,50297170.0,50449270.0,50606319.0,50759611.0,50910759.0,51064690.0,51211734.0,51357630.0,51502219.0,51658545.0,51815707.0,51956748.0,52105251.0,52259694.0,52414813.0,52573700.0,52734099.0,52898268.0,53074354.0,53258349.0,53436912.0,53612234.0
chl,Chile,771447,771447,771447,771447,771447,771447,771447,771447,771447,771447,771447,771447,771447,771447,771447,771447,771447,771447,771447,774943,782013,792740,807205,825494,844197,863324,882884,902887,923344,943821,964311,984805,1005294,1025767,1046657,1067973,1089722,1111915,1134559,1157081,1179467,1201704,1223779,1245676,1267965,1290653,1313747,1337254,1361181,1385146,1409141,1434994,1460927,1486934,1513402,1540338,1567751,1595650,1624042,1652736,1681734,1711036,1740645,1770561,1800989,1831937,1863414,1895429,1927991,1960878,1994091,2027632,2061503,2095703,2130468,2165806,2201727,2238240,2275355,2312569,2349875,2387265,2424732,2462268,2500381,2539081,2578376,2618275,2658787,2699090,2739169,2779005,2818584,2857887,2897733,2938131,2979088,3020611,3062709,3104619,3146329,3187825,3229092,3270116,3311657,3353721,3396314,3439443,3483115,3527412,3572344,3617917,3664144,3711031,3758513,3806597,3855292,3904603,3949888,3997408,4047212,4099350,4153874,4210836,4268579,4327114,4386451,4446602,4507578,4572573,4641696,4715060,4792779,4874970,4958571,5043606,5130099,5218075,5307559,5400377,5496620,5596379,5699751,5806834,5915928,6027072,6140304,6255663,6373190,6497419,6628577,6756667,6891989,7033529,7180569,7332301,7489533,7651304,7815986,7983428,8153350,8324802,8497059,8670144,8842525,9012938,9181722,9348939,9514716,9680282,9845344,10009701,10174678,10340362,10505817,10671559,10838251,11005519,11172695,11339779,11508550,11678717,11850214,12026138,12207733,12395274,12588914,12790150,12999424,13215005,13437176,13662491,13884577,14102276,14316256,14527381,14734046,14932434,15127799,15319313,15503635,15683849.0,15857925.0,16024752.0,16187322.0,16348778.0,16509195.0,16671581.0,16838988.0,17009731.0,17181464.0,17351816.0,17519119.0,17687006.0,17864195.0,18047625.0,18267221.0,18558868.0,18893191.0,19197744.0,19370624.0,19456334.0,19553036.0,19658835.0,19764771.0,19859921.0,19945850.0,20026154.0,20100933.0,20169624.0,20233183.0,20290985.0,20341807.0,20385072.0,20422549.0,20455940.0,20485086.0,20507949.0,20524482.0,20535706.0,20542103.0,20543285.0,20539916.0,20532924.0,20519684.0,20499138.0,20473282.0,20443723.0,20408336.0,20366442.0,20320306.0,20269202.0,20211416.0,20146396.0,20075221.0,19998262.0,19915522.0,19827632.0,19735659.0,19638753.0,19536589.0,19430026.0,19318424.0,19201091.0,19077781.0,18951112.0,18820965.0,18687549.0,18552334.0,18415486.0,18276830.0,18135293.0,17992067.0,17847738.0,17700422.0,17549406.0,17395724.0,17239828.0,17081481.0,16921161.0,16758877.0,16594886.0,16430962.0,16265892.0,16098426.0,15928819.0,15757605.0,15585567.0,15412003.0,15237933.0,15064885.0,14893263.0,14723841.0,14555966.0,14389263.0,14224298.0,14061317.0,13901092.0,13742672.0,13585685.0,13430616.0
chn,China,330000000,331538997,333085172,334638557,336199187,337767094,339342314,340924881,342514827,344112189,346787806,349473695,352535289,355977887,359454102,362964264,366508704,370087755,373701758,377149238,380427133,383532342,386461720,389212084,391982022,394771673,397581178,400410677,403260312,405607878,407449420,408780953,409598466,409897918,410197589,410497479,410797588,411097916,411398464,411638991,411819451,411939802,412000000,412000000,412000000,412000000,412000000,412000000,412000000,411271706,409821554,407571207,404612902,400953345,397326869,393733177,390171971,386642959,383145849,379957356,377073144,374488926,372200462,370203557,368217349,366241782,364276799,362322343,360378357,359009380,358213651,357989417,358334940,359248496,360164366,361082555,362003068,362925913,363851094,364811918,365808568,366841230,367910088,369015329,370123874,371235733,372350915,373469431,374591291,375861884,377282343,378853809,380577427,382454353,384340518,386235968,388140749,390054906,391978486,393948270,395964677,398028126,400139044,402297857,404468299,406650433,408844322,411050028,413267616,415949604,419103292,422736070,426855424,431468929,436132277,440846009,445610666,450426800,455390940,459713848,463385992,466397723,468739279,470400781,472068172,473741473,475420706,477105890,478797048,480723984,482888894,485293993,487941510,490833691,493743015,496669583,499613499,502574863,505553781,508484014,511364925,514195868,516976194,519705247,522448707,525206648,527979149,530766285,533568134,537980644,544044358,553758247,565131438,577557138,590113858,603547007,616558583,630356208,644219479,652708217,654802069,655773486,665073691,684552645,704798265,723415733,742402213,761026026,781011025,802140332,823308967,844069867,863677814,882576946,900307582,916116793,930372292,943546375,956161485,969288069,983163542,997721071,1013588179,1029064956,1043849638,1059807820,1077233607,1096217446,1115244165,1133991008,1153582724,1170788528,1184574237,1197308575,1209003096,1220133927,1230944812,1241139622,1250847127,1260176655,1269581175,1278725063.0,1286866839.0,1294517326.0,1302100316.0,1310027136.0,1318054036.0,1325813582.0,1333821016.0,1342522716.0,1351561514.0,1360250664.0,1369520864.0,1379008040.0,1387951972.0,1396134174.0,1404052632.0,1412354727.0,1419008956.0,1423520357.0,1426106093.0,1426437267.0,1425179569.0,1422584933.0,1419321278.0,1416096094.0,1412914089.0,1409679406.0,1406136744.0,1402282752.0,1398153832.0,1393748670.0,1389060032.0,1384096521.0,1378876934.0,1373427531.0,1367742785.0,1361830063.0,1355722707.0,1349394718.0,1342816657.0,1335990231.0,1328909238.0,1321590798.0,1314015987.0,1306113788.0,1297817582.0,1289120427.0,1279992585.0,1270381145.0,1260289093.0,1249692538.0,1238557132.0,1226929854.0,1214853346.0,1202342471.0,1189440669.0,1176217945.0,1162722708.0,1149002167.0,1135127191.0,1121174717.0,1107207133.0,1093276704.0,1079407882.0,1065632529.0,1051989135.0,1038472818.0,1025103452.0,1011878190.0,998784319.0,985806560.0,972905671.0,960055383.0,947249417.0,934466660.0,921677630.0,908874532.0,896043789.0,883166975.0,870252344.0,857328715.0,844439196.0,831604667.0,818815356.0,806115054.0,793559254.0,781153718.0,768899132.0,756809110.0,744902836.0,733179456.0,721612750.0,710185968.0,698893770.0,687724085.0,676660877.0,665695503.0,654825389.0,644049400.0,633368113.0
cub,Cuba,272000,292989,315598,339952,366184,394441,424879,457665,492981,531023,549935,567680,578471,581725,584997,588287,591596,594924,598270,607292,622317,643693,671781,706965,743993,782959,823967,867122,912537,949773,978399,997967,1008000,1008000,1008000,1008000,1008000,1008000,1008000,1011305,1017970,1028049,1041598,1058675,1076032,1093673,1111603,1129828,1148351,1167205,1186396,1206402,1226772,1247513,1268604,1290052,1311862,1334041,1356595,1373547,1384827,1390364,1390083,1383912,1377767,1371650,1365559,1359496,1353459,1352364,1356259,1365193,1379216,1398378,1417807,1437505,1457476,1477725,1498255,1517069,1534129,1549395,1562824,1574377,1586015,1597739,1609549,1621447,1633432,1643709,1652261,1659071,1664122,1667397,1670679,1673966,1677260,1680560,1683866,1696639,1719184,1751816,1794860,1848649,1904051,1961112,2019884,2080416,2142762,2207402,2274419,2343896,2415923,2490589,2567563,2646916,2728720,2813053,2898884,2983953,3068152,3151369,3233483,3314371,3397282,3482267,3569379,3658669,3750193,3838125,3922270,4002431,4078399,4149962,4222781,4296878,4372274,4448994,4527060,4612488,4705553,4806534,4915720,5033411,5153919,5277313,5403660,5533033,5665503,5796045,5924511,6042200,6162175,6285748,6412849,6543100,6676052,6811727,6950289,7092332,7238081,7387117,7541098,7701660,7866020,8030797,8193450,8352625,8509522,8666640,8824382,8979085,9123891,9255328,9374183,9479726,9571242,9648440,9711980,9763355,9804796,9849320,9912681,9991026,10073299,10157228,10244247,10335342,10432585,10533243,10631799,10717640,10785801,10841031,10886021,10925362,10962010,10997934,11034712,11072230,11109109,11144132.0,11177418.0,11209383.0,11238756.0,11262554.0,11278550.0,11287272.0,11291762.0,11294719.0,11297409.0,11301571.0,11303175.0,11298167.0,11285775.0,11275065.0,11265612.0,11247829.0,11227118.0,11202846.0,11176354.0,11122168.0,11059820.0,11019931.0,10979783.0,10937203.0,10892659.0,10846703.0,10799585.0,10750891.0,10700822.0,10649677.0,10597333.0,10543535.0,10488275.0,10431762.0,10373929.0,10314336.0,10253198.0,10190470.0,10125837.0,10059304.0,9990896.0,9920669.0,9848745.0,9775199.0,9699828.0,9622709.0,9544141.0,9463927.0,9381999.0,9298547.0,9213501.0,9126958.0,9038993.0,8950039.0,8860389.0,8770319.0,8680195.0,8590028.0,8500004.0,8410626.0,8322190.0,8234925.0,8148931.0,8064198.0,7980976.0,7899224.0,7818891.0,7739906.0,7662115.0,7585665.0,7510270.0,7435680.0,7361775.0,7288325.0,7215289.0,7142355.0,7069442.0,6996642.0,6923877.0,6851193.0,6778582.0,6706200.0,6634193.0,6562449.0,6491131.0,6420542.0,6350814.0,6281856.0,6213693.0,6146534.0,6080259.0,6014708.0,5950034.0,5886123.0,5822912.0,5760505.0,5698791.0,5637712.0,5577282.0
deu,Germany,18000000,18294612,18594046,18898381,19207698,19522077,19841601,20166356,20496425,20831897,21178441,21525076,21877384,22235459,22599394,22969286,23345232,23727332,24115685,24488367,24844857,25184625,25507128,25811809,26120130,26432134,26747865,27067367,27390685,27709637,28024082,28333882,28638891,28938965,29242182,29548576,29858181,30171030,30487157,30791884,31084973,31366182,31635265,31891972,32150762,32411652,32674660,32939801,33207094,33466493,33717866,33969537,34213035,34448216,34685012,34923434,35163493,35405199,35648565,35907122,36181096,36470716,36776213,37097821,37422240,37749493,38079605,38412602,38748509,39102236,39474101,39864426,40273539,40701770,41134552,41571934,42013963,42460690,42912164,43356867,43794617,44225228,44648511,45064275,45483907,45907445,46334923,46766379,47201850,47683123,48211205,48787121,49411911,50086636,50770572,51463843,52166578,52878905,53600956,54346244,55115287,55908615,56726769,57570298,58426367,59295162,60176872,61071690,61979809,62673875,63151322,63409548,63445909,63257717,63070081,62882997,62696464,62510481,62309788,62232162,62278024,62447801,62741924,63160826,63582526,64007041,64434390,64864593,65297668,65738847,66188223,66645886,67111929,67586447,68064319,68545570,69030224,69518305,70009837,70374463,70611563,70720509,70700669,70551405,70402457,70253823,70105503,69957496,69809801,69773092,69847782,69782052,69826953,69935117,70104621,70334152,70613903,71088146,71694673,72241717,72811640,73376115,73997003,74698010,75313485,75966964,76611031,76970791,77321279,77944020,78205102,78345872,78719918,78966971,78996693,78701865,78364505,78185559,78115360,78147901,78315375,78448040,78393674,78224133,77998198,77863424,77923807,78062324,78385992,79007065,79707959,80303196,80934898,81486773,81773617,82019890,82263189,82389638,82011939,81678287,81797258,81933885.0,82068326.0,82111615.0,82092708.0,82046731.0,81701971.0,81298542.0,81110777.0,80935283.0,80830924.0,80857874.0,80916390.0,81041582.0,81376080.0,82077550.0,82760102.0,83104007.0,83368505.0,83559186.0,83628708.0,83697083.0,84086227.0,84548231.0,84552242.0,84075075.0,83644258.0,83442705.0,83229082.0,83005443.0,82780953.0,82552437.0,82323677.0,82099756.0,81882649.0,81669909.0,81443394.0,81216897.0,80993996.0,80770009.0,80551736.0,80345656.0,80149110.0,79942136.0,79719613.0,79491795.0,79264458.0,79034280.0,78791084.0,78540887.0,78294613.0,78048438.0,77800877.0,77539860.0,77258786.0,76970313.0,76687002.0,76408118.0,76129111.0,75861386.0,75604605.0,75361467.0,75130987.0,74909565.0,74701727.0,74503017.0,74308692.0,74117861.0,73940352.0,73773328.0,73615845.0,73459602.0,73301600.0,73144651.0,72985141.0,72838465.0,72691189.0,72532967.0,72383094.0,72244178.0,72112514.0,71991202.0,71881429.0,71775295.0,71672976.0,71576211.0,71478456.0,71387348.0,71315950.0,71259004.0,71200405.0,71145640.0,71109273.0,71085837.0,71065764.0,71045888.0,71019878.0,70982925.0,70953019.0,70930781.0,70899863.0
egy,Egypt,3500000,3531800,3563888,3596268,3628943,3661914,3695185,3728758,3762636,3796822,3831632,3866445,3901574,3937022,3972792,4008887,4045311,4082065,4119153,4151691,4179621,4202885,4221426,4235184,4248987,4262834,4276727,4290665,4304648,4318677,4332752,4346873,4361039,4375252,4389511,4403817,4418169,4432568,4447014,4480233,4532740,4605060,4697733,4811313,4927638,5046776,5168794,5293763,5421753,5536835,5638537,5723725,5794477,5850300,5906659,5963560,6021008,6079008,6137566,6196686,6256374,6316636,6377477,6438903,6500919,6563530,6626744,6690564,6754998,6820051,6885729,6952038,7018983,7086573,7154811,7223705,7293260,7363484,7434382,7511335,7594469,7683913,7779797,7882255,7986060,8091230,8197784,8305739,8415114,8527657,8643432,8762507,8884950,9010828,9138488,9267955,9399254,9532410,9667451,9803193,9939630,10076755,10214563,10353046,10493404,10635662,10779847,10925984,11074099,11218863,11360171,11497920,11632001,11762306,11894068,12027304,12162029,12298260,12441948,12585948,12730251,12874842,13019711,13164846,13311598,13459985,13610027,13761742,13915148,14077399,14248691,14429224,14619201,14818829,15021182,15226299,15434217,15644974,15858609,16116952,16421720,16774684,17177667,17632549,18099477,18578770,19070755,19575768,20094154,20618301,21148164,21605918,22104945,22644142,23212560,23795229,24387343,24994408,25600321,26226857,26896479,27600898,28337013,29091869,29858922,30629174,31406541,32196360,32998319,33811615,34623990,35433368,36258328,37102043,37969667,38875327,39795557,40748870,41761431,42818628,43950413,45147224,46407611,47786402,49247334,50734968,52206295,53674435,55187681,56710642,58396618,60028997,61480660,62915681,64285589,65652622,67028048,68431740,69943294,71520954,73083284,74652029.0,76239137.0,77853548.0,79477443.0,81101004.0,82700403.0,84276225.0,85864789.0,87501636.0,89196072.0,91093059.0,93161001.0,95333553.0,97528654.0,99597342.0,101644589.0,103696057.0,105682094.0,107553158.0,109315124.0,110957008.0,112618250.0,114535772.0,116538258.0,118365995.0,120101175.0,121847617.0,123608457.0,125373049.0,127139322.0,128912251.0,130695078.0,132485605.0,134287840.0,136097217.0,137913263.0,139738696.0,141565831.0,143393264.0,145213654.0,147018557.0,148800781.0,150547656.0,152255334.0,153919189.0,155535948.0,157114405.0,158657389.0,160161614.0,161630192.0,163063539.0,164468973.0,165849962.0,167203818.0,168531682.0,169835152.0,171117535.0,172379100.0,173622457.0,174845206.0,176046973.0,177229968.0,178398627.0,179552862.0,180677455.0,181775598.0,182855193.0,183911492.0,184941155.0,185940690.0,186912359.0,187857200.0,188769063.0,189649296.0,190502723.0,191327318.0,192118608.0,192875362.0,193602707.0,194292900.0,194947815.0,195572350.0,196164362.0,196727669.0,197258869.0,197760951.0,198240475.0,198692011.0,199110321.0,199500190.0,199868284.0,200211943.0,200529821.0,200820194.0,201078011.0,201300655.0,201487950.0,201650878.0,201787334.0,201895184.0
